Commande_ID,Famille,Debut,Fin,Retard_H
89,P,2025-01-12 19:00:00,2025-01-13 05:00:00,0
54,P,2025-01-13 05:00:00,2025-01-13 11:00:00,0
32,P,2025-01-13 11:00:00,2025-01-13 17:00:00,0
16,P,2025-01-13 17:00:00,2025-01-13 23:00:00,0
78,P,2025-01-13 23:00:00,2025-01-14 05:00:00,0
84,A,2025-01-14 05:00:00,2025-01-14 11:00:00,0
30,P,2025-01-14 11:00:00,2025-01-14 17:00:00,0
79,P,2025-01-14 17:00:00,2025-01-14 23:00:00,0
77,P,2025-01-14 23:00:00,2025-01-15 05:00:00,0
90,A,2025-01-15 05:00:00,2025-01-15 11:00:00,0
15,P,2025-01-15 11:00:00,2025-01-15 17:00:00,0
17,P,2025-01-15 17:00:00,2025-01-15 23:00:00,0
31,P,2025-01-15 23:00:00,2025-01-16 05:00:00,0
80,P,2025-01-16 05:00:00,2025-01-16 11:00:00,0
53,P,2025-01-16 11:00:00,2025-01-16 17:00:00,0
151,A,2025-01-16 17:00:00,2025-01-16 20:00:00,0
55,A,2025-01-16 20:00:00,2025-01-16 23:00:00,0
20,A,2025-01-16 23:00:00,2025-01-17 02:00:00,0
144,A,2025-01-17 02:00:00,2025-01-17 05:00:00,0
179,A,2025-01-17 05:00:00,2025-01-17 08:00:00,0
35,A,2025-01-17 08:00:00,2025-01-17 11:00:00,0
56,A,2025-01-17 11:00:00,2025-01-17 14:00:00,0
177,A,2025-01-17 14:00:00,2025-01-17 17:00:00,0
57,A,2025-01-17 17:00:00,2025-01-17 20:00:00,0
133,A,2025-01-17 20:00:00,2025-01-17 23:00:00,0
145,A,2025-01-17 23:00:00,2025-01-18 02:00:00,0
34,A,2025-01-18 02:00:00,2025-01-18 05:00:00,0
19,A,2025-01-18 05:00:00,2025-01-18 08:00:00,0
178,A,2025-01-18 08:00:00,2025-01-18 11:00:00,0
134,A,2025-01-18 11:00:00,2025-01-18 14:00:00,0
33,A,2025-01-18 14:00:00,2025-01-18 17:00:00,0
18,A,2025-01-18 17:00:00,2025-01-18 20:00:00,0
132,A,2025-01-18 20:00:00,2025-01-18 23:00:00,0
260,E,2025-01-18 23:00:00,2025-01-19 00:00:00,0
270,E,2025-01-19 00:00:00,2025-01-19 01:00:00,0
161,P,2025-01-19 01:00:00,2025-01-19 02:00:00,0
162,P,2025-01-19 02:00:00,2025-01-19 03:00:00,0
219,E,2025-01-19 03:00:00,2025-01-19 04:00:00,0
345,E,2025-01-19 04:00:00,2025-01-19 05:00:00,0
346,E,2025-01-19 05:00:00,2025-01-19 06:00:00,0
226,E,2025-01-19 06:00:00,2025-01-19 07:00:00,0
67,E,2025-01-19 07:00:00,2025-01-19 14:00:00,0
408,H,2025-01-19 14:00:00,2025-01-19 20:00:00,0
308,H,2025-01-19 20:00:00,2025-01-20 02:00:00,0
136,N,2025-01-20 02:00:00,2025-01-20 07:00:00,0
21,N,2025-01-20 07:00:00,2025-01-20 12:00:00,0
58,N,2025-01-20 12:00:00,2025-01-20 17:00:00,0
37,N,2025-01-20 17:00:00,2025-01-20 22:00:00,0
410,C,2025-01-20 22:00:00,2025-01-21 04:00:00,0
290,N,2025-01-21 04:00:00,2025-01-22 09:00:00,0
14,A,2025-01-22 09:00:00,2025-01-22 11:00:00,0
23,A,2025-01-22 11:00:00,2025-01-22 13:00:00,0
25,A,2025-01-22 13:00:00,2025-01-22 15:00:00,0
39,A,2025-01-22 15:00:00,2025-01-22 17:00:00,0
69,A,2025-01-22 17:00:00,2025-01-22 19:00:00,0
71,A,2025-01-22 19:00:00,2025-01-22 21:00:00,0
72,A,2025-01-22 21:00:00,2025-01-22 23:00:00,0
36,A,2025-01-22 23:00:00,2025-01-23 01:00:00,0
115,N,2025-01-23 01:00:00,2025-01-24 03:00:00,0
221,N,2025-01-24 03:00:00,2025-01-25 05:00:00,0
41,A,2025-01-25 05:00:00,2025-01-25 06:00:00,0
259,A,2025-01-25 06:00:00,2025-01-26 12:00:00,0
228,P,2025-01-26 12:00:00,2025-01-26 13:00:00,0
227,P,2025-01-26 13:00:00,2025-01-26 14:00:00,0
196,A,2025-01-26 14:00:00,2025-01-27 08:00:00,0
24,A,2025-01-27 08:00:00,2025-01-27 15:00:00,0
27,A,2025-01-27 15:00:00,2025-01-27 22:00:00,0
126,A,2025-01-27 22:00:00,2025-01-28 05:00:00,0
40,A,2025-01-28 05:00:00,2025-01-28 12:00:00,0
29,A,2025-01-28 12:00:00,2025-01-28 19:00:00,0
130,A,2025-01-28 19:00:00,2025-01-29 02:00:00,0
70,A,2025-01-29 02:00:00,2025-01-29 09:00:00,0
22,A,2025-01-29 09:00:00,2025-01-29 16:00:00,0
42,A,2025-01-29 16:00:00,2025-01-29 23:00:00,0
129,A,2025-01-29 23:00:00,2025-01-30 06:00:00,0
38,A,2025-01-30 06:00:00,2025-01-30 13:00:00,0
26,A,2025-01-30 13:00:00,2025-01-30 20:00:00,0
123,A,2025-01-30 20:00:00,2025-01-31 03:00:00,0
73,A,2025-01-31 03:00:00,2025-01-31 10:00:00,0
280,H,2025-01-31 10:00:00,2025-01-31 16:00:00,0
204,C,2025-01-31 16:00:00,2025-01-31 21:00:00,0
210,A,2025-01-31 21:00:00,2025-01-31 23:00:00,0
176,A,2025-01-31 23:00:00,2025-02-01 01:00:00,0
199,A,2025-02-01 01:00:00,2025-02-01 03:00:00,0
174,A,2025-02-01 03:00:00,2025-02-01 05:00:00,0
91,A,2025-02-01 05:00:00,2025-02-01 07:00:00,0
135,A,2025-02-01 07:00:00,2025-02-01 09:00:00,0
125,A,2025-02-01 09:00:00,2025-02-01 11:00:00,0
128,A,2025-02-01 11:00:00,2025-02-01 13:00:00,0
180,A,2025-02-01 13:00:00,2025-02-01 15:00:00,0
92,A,2025-02-01 15:00:00,2025-02-01 17:00:00,0
146,A,2025-02-01 17:00:00,2025-02-01 19:00:00,0
114,A,2025-02-01 19:00:00,2025-02-01 21:00:00,0
104,A,2025-02-01 21:00:00,2025-02-01 22:00:00,0
220,A,2025-02-01 22:00:00,2025-02-01 23:00:00,0
152,A,2025-02-01 23:00:00,2025-02-02 00:00:00,0
457,N,2025-02-02 00:00:00,2025-02-02 05:00:00,0
521,N,2025-02-02 05:00:00,2025-02-02 10:00:00,0
708,N,2025-02-02 10:00:00,2025-02-02 15:00:00,0
140,N,2025-02-02 15:00:00,2025-02-02 20:00:00,0
623,N,2025-02-02 20:00:00,2025-02-03 01:00:00,0
142,N,2025-02-03 01:00:00,2025-02-03 06:00:00,0
141,N,2025-02-03 06:00:00,2025-02-03 11:00:00,0
157,N,2025-02-03 11:00:00,2025-02-03 16:00:00,0
436,N,2025-02-03 16:00:00,2025-02-03 21:00:00,0
491,N,2025-02-03 21:00:00,2025-02-04 02:00:00,0
431,N,2025-02-04 02:00:00,2025-02-04 07:00:00,0
211,H,2025-02-04 07:00:00,2025-02-04 08:00:00,0
709,F,2025-02-04 08:00:00,2025-02-06 01:00:00,0
120,F,2025-02-06 01:00:00,2025-02-07 08:00:00,0
119,F,2025-02-07 08:00:00,2025-02-08 15:00:00,0
68,N,2025-02-08 15:00:00,2025-02-09 13:00:00,0
369,H,2025-02-09 13:00:00,2025-02-09 16:00:00,0
106,A,2025-02-09 16:00:00,2025-02-09 23:00:00,0
74,A,2025-02-09 23:00:00,2025-02-10 06:00:00,0
85,A,2025-02-10 06:00:00,2025-02-10 13:00:00,0
108,A,2025-02-10 13:00:00,2025-02-10 20:00:00,0
105,A,2025-02-10 20:00:00,2025-02-11 03:00:00,0
116,A,2025-02-11 03:00:00,2025-02-11 10:00:00,0
86,A,2025-02-11 10:00:00,2025-02-11 17:00:00,0
109,A,2025-02-11 17:00:00,2025-02-12 00:00:00,0
325,H,2025-02-12 00:00:00,2025-02-12 03:00:00,0
75,A,2025-02-12 03:00:00,2025-02-12 05:00:00,0
93,E,2025-02-12 05:00:00,2025-02-12 06:00:00,0
76,E,2025-02-12 06:00:00,2025-02-12 07:00:00,0
43,C,2025-02-12 07:00:00,2025-02-12 08:00:00,0
360,C,2025-02-12 08:00:00,2025-02-12 09:00:00,0
291,C,2025-02-12 09:00:00,2025-02-12 10:00:00,0
443,N,2025-02-12 10:00:00,2025-02-12 15:00:00,0
305,N,2025-02-12 15:00:00,2025-02-12 20:00:00,0
229,N,2025-02-12 20:00:00,2025-02-13 01:00:00,0
444,N,2025-02-13 01:00:00,2025-02-13 06:00:00,0
492,N,2025-02-13 06:00:00,2025-02-13 11:00:00,0
442,N,2025-02-13 11:00:00,2025-02-13 16:00:00,0
230,N,2025-02-13 16:00:00,2025-02-13 21:00:00,0
445,N,2025-02-13 21:00:00,2025-02-14 02:00:00,0
522,N,2025-02-14 02:00:00,2025-02-14 07:00:00,0
307,F,2025-02-14 07:00:00,2025-02-14 11:00:00,0
50,A,2025-02-14 11:00:00,2025-02-14 12:00:00,0
46,A,2025-02-14 12:00:00,2025-02-14 13:00:00,0
47,A,2025-02-14 13:00:00,2025-02-14 14:00:00,0
49,A,2025-02-14 14:00:00,2025-02-14 15:00:00,0
48,A,2025-02-14 15:00:00,2025-02-14 16:00:00,0
51,A,2025-02-14 16:00:00,2025-02-14 17:00:00,0
44,A,2025-02-14 17:00:00,2025-02-14 18:00:00,0
45,A,2025-02-14 18:00:00,2025-02-14 19:00:00,0
117,N,2025-02-14 19:00:00,2025-02-15 17:00:00,0
137,N,2025-02-15 17:00:00,2025-02-16 15:00:00,0
409,E,2025-02-16 15:00:00,2025-02-16 20:00:00,0
60,N,2025-02-16 20:00:00,2025-02-16 21:00:00,0
59,N,2025-02-16 21:00:00,2025-02-16 22:00:00,0
64,N,2025-02-16 22:00:00,2025-02-16 23:00:00,0
61,N,2025-02-16 23:00:00,2025-02-17 00:00:00,0
65,N,2025-02-17 00:00:00,2025-02-17 01:00:00,0
62,N,2025-02-17 01:00:00,2025-02-17 02:00:00,0
63,N,2025-02-17 02:00:00,2025-02-17 03:00:00,0
66,N,2025-02-17 03:00:00,2025-02-17 04:00:00,0
380,P,2025-02-17 04:00:00,2025-02-17 05:00:00,0
398,P,2025-02-17 05:00:00,2025-02-17 06:00:00,0
361,P,2025-02-17 06:00:00,2025-02-17 07:00:00,0
338,P,2025-02-17 07:00:00,2025-02-17 08:00:00,0
262,P,2025-02-17 08:00:00,2025-02-17 09:00:00,0
271,P,2025-02-17 09:00:00,2025-02-17 10:00:00,0
252,P,2025-02-17 10:00:00,2025-02-17 11:00:00,0
261,P,2025-02-17 11:00:00,2025-02-17 12:00:00,0
283,H,2025-02-17 12:00:00,2025-02-17 13:00:00,0
263,H,2025-02-17 13:00:00,2025-02-17 14:00:00,0
238,H,2025-02-17 14:00:00,2025-02-17 15:00:00,0
253,H,2025-02-17 15:00:00,2025-02-17 16:00:00,0
276,H,2025-02-17 16:00:00,2025-02-17 17:00:00,0
272,H,2025-02-17 17:00:00,2025-02-17 18:00:00,0
248,N,2025-02-17 18:00:00,2025-02-18 16:00:00,0
205,N,2025-02-18 16:00:00,2025-02-19 14:00:00,0
282,A,2025-02-19 14:00:00,2025-02-20 02:00:00,0
558,H,2025-02-20 02:00:00,2025-02-20 03:00:00,0
505,H,2025-02-20 03:00:00,2025-02-20 04:00:00,0
292,H,2025-02-20 04:00:00,2025-02-20 05:00:00,0
703,H,2025-02-20 05:00:00,2025-02-20 06:00:00,0
453,H,2025-02-20 06:00:00,2025-02-20 07:00:00,0
778,H,2025-02-20 07:00:00,2025-02-20 08:00:00,0
786,H,2025-02-20 08:00:00,2025-02-20 09:00:00,0
787,H,2025-02-20 09:00:00,2025-02-20 10:00:00,0
688,H,2025-02-20 10:00:00,2025-02-20 11:00:00,0
677,H,2025-02-20 11:00:00,2025-02-20 12:00:00,0
464,H,2025-02-20 12:00:00,2025-02-20 13:00:00,0
493,H,2025-02-20 13:00:00,2025-02-20 14:00:00,0
476,H,2025-02-20 14:00:00,2025-02-20 15:00:00,0
779,H,2025-02-20 15:00:00,2025-02-20 16:00:00,0
477,H,2025-02-20 16:00:00,2025-02-20 17:00:00,0
729,H,2025-02-20 17:00:00,2025-02-20 18:00:00,0
728,H,2025-02-20 18:00:00,2025-02-20 19:00:00,0
478,H,2025-02-20 19:00:00,2025-02-20 20:00:00,0
465,H,2025-02-20 20:00:00,2025-02-20 21:00:00,0
293,H,2025-02-20 21:00:00,2025-02-20 22:00:00,0
83,P,2025-02-20 22:00:00,2025-02-20 23:00:00,0
664,H,2025-02-20 23:00:00,2025-02-21 00:00:00,0
88,P,2025-02-21 00:00:00,2025-02-21 01:00:00,0
428,H,2025-02-21 01:00:00,2025-02-21 02:00:00,0
432,H,2025-02-21 02:00:00,2025-02-21 03:00:00,0
447,H,2025-02-21 03:00:00,2025-02-21 04:00:00,0
452,H,2025-02-21 04:00:00,2025-02-21 05:00:00,0
